,YearStart,YearEnd,LocationAbbr,DataSource,DataValueUnit,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
56344,2019,2019,MI,BRFSS,%,11.1,11.1,10.4,11.8,DIA,DIA01,CRDPREV,OVERALL,OVR
56347,2019,2019,MD,BRFSS,%,10.6,10.6,9.7,11.5,DIA,DIA01,AGEADJPREV,SEX,SEXM
56423,2019,2019,MI,NVSS,"cases per 100,000",94.0,94.0,88.9,99.2,DIA,DIA03,AGEADJRATE,RACE,BLK
56432,2019,2019,MT,NVSS,Number,171.0,171.0,,,DIA,DIA03,NMBR,AGE,AGE4564
56468,2019,2019,MI,NVSS,Number,77.0,77.0,,,DIA,DIA04,NMBR,SEX,SEXM
56487,2019,2019,MT,NVSS,"cases per 100,000",68.2,68.2,63.8,72.6,DIA,DIA03,AGEADJRATE,OVERALL,OVR
56519,2019,2019,MN,NVSS,"cases per 100,000",215.8,215.8,178.7,252.9,DIA,DIA03,CRDRATE,RACE,AIAN
56527,2019,2019,MN,BRFSS,%,9.2,9.2,8.5,10.0,DIA,DIA01,CRDPREV,SEX,SEXM
56528,2019,2019,MA,BRFSS,%,7.5,7.5,6.8,8.2,DIA,DIA01,AGEADJPREV,OVERALL,OVR
56529,2019,2019,MT,NVSS,"cases per 100,000",83.1,83.1,76.0,90.2,DIA,DIA03,AGEADJRATE,SEX,SEXM
56612,2019,2019,MA,NVSS,"cases per 100,000",278.3,278.3,268.7,287.8,DIA,DIA03,CRDRATE,AGE,AGE65P
56613,2019,2019,MS,NVSS,"cases per 100,000",219.0,219.0,150.8,307.6,DIA,DIA03,CRDRATE,RACE,AIAN
56686,2019,2019,MS,BRFSS,%,10.8,10.8,9.7,12.0,DIA,DIA01,AGEADJPREV,RACE,WHT
56704,2019,2019,MI,NVSS,Number,52.0,52.0,,,DIA,DIA04,NMBR,AGE,AGE65P
56737,2019,2019,MI,BRFSS,%,8.7,8.7,5.6,13.4,DIA,DIA01,CRDPREV,RACE,MRC
56744,2019,2019,MN,NVSS,Number,43.0,43.0,,,DIA,DIA04,NMBR,AGE,AGE65P
56761,2019,2019,MO,NVSS,"cases per 100,000",58.8,58.8,57.1,60.5,DIA,DIA03,AGEADJRATE,OVERALL,OVR
56782,2019,2019,MO,BRFSS,%,9.6,9.6,8.5,10.8,DIA,DIA01,AGEADJPREV,SEX,SEXM
56802,2019,2019,MI,PRAMS,%,8.6,8.6,6.5,11.3,DIA,DIA02,CRDPREV,RACE,WHT
56837,2019,2019,MA,PRAMS,%,17.4,17.4,12.8,23.2,DIA,DIA02,CRDPREV,RACE,ASN
56840,2019,2019,MD,BRFSS,%,13.5,13.5,9.8,18.2,DIA,DIA01,AGEADJPREV,RACE,ASN
56853,2019,2019,MI,NVSS,Number,32.0,32.0,,,DIA,DIA04,NMBR,AGE,AGE0_44
56858,2019,2019,MA,PRAMS,%,10.6,10.6,8.8,12.7,DIA,DIA02,CRDPREV,OVERALL,OVR
56873,2019,2019,MO,NVSS,"cases per 100,000",41.7,41.7,31.1,54.8,DIA,DIA03,AGEADJRATE,RACE,HIS
56896,2019,2019,MT,BRFSS,%,7.6,7.6,6.9,8.3,DIA,DIA01,CRDPREV,OVERALL,OVR
56906,2019,2019,MA,NVSS,Number,41.0,41.0,,,DIA,DIA04,NMBR,SEX,SEXF
56913,2019,2019,MT,PRAMS,%,4.5,4.5,2.0,10.0,DIA,DIA02,CRDPREV,RACE,AIAN
56933,2019,2019,MN,BRFSS,%,8.6,8.6,4.8,14.8,DIA,DIA01,AGEADJPREV,RACE,ASN
56969,2019,2019,ME,NVSS,"cases per 100,000",1.9,1.9,1.3,2.8,DIA,DIA04,CRDRATE,OVERALL,OVR
56982,2019,2019,MI,NVSS,Number,201.0,201.0,,,DIA,DIA03,NMBR,RACE,HIS
56994,2019,2019,MS,NVSS,"cases per 100,000",1.5,1.5,1.0,2.2,DIA,DIA04,CRDRATE,RACE,WHT
57018,2019,2019,MA,BRFSS,%,7.6,7.6,6.7,8.6,DIA,DIA01,CRDPREV,SEX,SEXF
57040,2019,2019,MN,NVSS,"cases per 100,000",1.8,1.8,1.5,2.2,DIA,DIA04,AGEADJRATE,RACE,WHT
57049,2019,2019,MO,NVSS,"cases per 100,000",1.3,1.3,1.0,1.6,DIA,DIA04,AGEADJRATE,OVERALL,OVR
57113,2019,2019,MI,BRFSS,%,9.2,9.2,8.3,10.1,DIA,DIA01,AGEADJPREV,SEX,SEXF
57138,2019,2019,MI,NVSS,Number,102.0,102.0,,,DIA,DIA04,NMBR,RACE,WHT
57161,2019,2019,MD,NVSS,"cases per 100,000",67.2,67.2,64.8,69.6,DIA,DIA03,AGEADJRATE,RACE,WHT
57175,2019,2019,MD,NVSS,"cases per 100,000",75.2,75.2,73.2,77.2,DIA,DIA03,AGEADJRATE,OVERALL,OVR
57194,2019,2019,MD,NVSS,Number,5549.0,5549.0,,,DIA,DIA03,NMBR,OVERALL,OVR
57204,2019,2019,SD,BRFSS,%,10.6,10.6,9.2,12.2,DIA,DIA01,CRDPREV,OVERALL,OVR
57207,2019,2019,ME,BRFSS,%,3.3,3.3,2.5,4.5,DIA,DIA01,CRDPREV,AGE,AGE1844
57220,2019,2019,MD,NVSS,"cases per 100,000",6.0,6.0,4.6,7.8,DIA,DIA04,CRDRATE,AGE,AGE65P
57243,2019,2019,MT,NVSS,Number,425.0,425.0,,,DIA,DIA03,NMBR,SEX,SEXF
57244,2019,2019,MD,NVSS,"cases per 100,000",3.2,3.2,2.4,4.2,DIA,DIA04,CRDRATE,AGE,AGE4564
57256,2019,2019,ME,NVSS,"cases per 100,000",64.0,64.0,60.4,67.6,DIA,DIA03,AGEADJRATE,RACE,WHT
57324,2019,2019,MI,NVSS,"cases per 100,000",1.2,1.2,1.0,1.5,DIA,DIA04,AGEADJRATE,OVERALL,OVR
57326,2019,2019,MA,BRFSS,%,8.1,8.1,4.5,14.2,DIA,DIA01,AGEADJPREV,RACE,ASN
57339,2019,2019,MN,BRFSS,%,17.9,17.9,12.6,25.0,DIA,DIA01,AGEADJPREV,RACE,AIAN
57444,2019,2019,MN,NVSS,"cases per 100,000",90.4,90.4,71.2,109.6,DIA,DIA03,AGEADJRATE,RACE,HIS
57445,2019,2019,MN,BRFSS,%,8.5,8.5,7.8,9.1,DIA,DIA01,AGEADJPREV,SEX,SEXM
57449,2019,2019,MD,BRFSS,%,10.9,10.9,7.3,16.0,DIA,DIA01,CRDPREV,RACE,MRC
57524,2019,2019,MA,NVSS,"cases per 100,000",3.4,3.4,2.4,4.7,DIA,DIA04,CRDRATE,AGE,AGE65P
57537,2019,2019,MO,PRAMS,%,9.0,9.0,5.1,15.5,DIA,DIA02,CRDPREV,RACE,BLK
57575,2019,2019,OK,BRFSS,%,10.5,10.5,9.4,11.6,DIA,DIA01,AGEADJPREV,SEX,SEXF
57585,2019,2019,MI,NVSS,"cases per 100,000",51.6,51.6,49.9,53.3,DIA,DIA03,AGEADJRATE,SEX,SEXF
57642,2019,2019,MS,PRAMS,%,8.6,8.6,6.3,11.8,DIA,DIA02,CRDPREV,RACE,WHT
57679,2019,2019,MO,NVSS,"cases per 100,000",82.3,82.3,79.7,84.8,DIA,DIA03,CRDRATE,RACE,WHT
57687,2019,2019,MO,NVSS,"cases per 100,000",86.0,86.0,79.2,92.8,DIA,DIA03,CRDRATE,RACE,BLK
57693,2019,2019,MO,NVSS,"cases per 100,000",19.1,19.1,12.4,28.2,DIA,DIA03,CRDRATE,RACE,ASN
57727,2019,2019,MS,NVSS,"cases per 100,000",96.0,96.0,91.7,100.3,DIA,DIA03,AGEADJRATE,SEX,SEXF
57780,2019,2019,MI,NVSS,"cases per 100,000",21.6,21.6,16.0,28.6,DIA,DIA03,CRDRATE,RACE,MRC
57782,2019,2019,MI,NVSS,"cases per 100,000",385.2,385.2,376.0,394.3,DIA,DIA03,CRDRATE,AGE,AGE65P
57807,2019,2019,MS,NVSS,"cases per 100,000",49.4,49.4,30.9,74.8,DIA,DIA03,AGEADJRATE,RACE,HIS
57842,2019,2019,MN,BRFSS,%,19.7,19.7,18.4,21.2,DIA,DIA01,CRDPREV,AGE,AGE65P
57858,2019,2019,MN,NVSS,"cases per 100,000",2.7,2.7,2.1,3.4,DIA,DIA04,CRDRATE,SEX,SEXM
57920,2019,2019,MI,NVSS,"cases per 100,000",46.5,46.5,34.1,62.1,DIA,DIA03,AGEADJRATE,RACE,MRC
57933,2019,2019,ME,NVSS,"cases per 100,000",49.9,49.9,45.7,54.1,DIA,DIA03,AGEADJRATE,SEX,SEXF
57962,2019,2019,MO,BRFSS,%,9.1,9.1,8.4,9.9,DIA,DIA01,AGEADJPREV,OVERALL,OVR
57984,2019,2019,MO,NVSS,"cases per 100,000",3.3,3.3,2.3,4.6,DIA,DIA04,CRDRATE,AGE,AGE65P
58038,2019,2019,MD,NVSS,"cases per 100,000",47.3,47.3,38.8,55.7,DIA,DIA03,AGEADJRATE,RACE,HIS
58041,2019,2019,MD,NVSS,Number,50.0,50.0,,,DIA,DIA04,NMBR,SEX,SEXF
58042,2019,2019,ME,NVSS,"cases per 100,000",61.9,61.9,54.0,69.7,DIA,DIA03,CRDRATE,AGE,AGE4564
58084,2019,2019,MD,PRAMS,%,8.6,8.6,6.0,12.1,DIA,DIA02,CRDPREV,RACE,WHT
58175,2019,2019,MO,NVSS,"cases per 100,000",1.5,1.5,1.1,2.0,DIA,DIA04,CRDRATE,SEX,SEXM
58197,2019,2019,MS,NVSS,Number,22.0,22.0,,,DIA,DIA04,NMBR,RACE,BLK
58288,2019,2019,ME,BRFSS,%,9.7,9.7,8.5,11.0,DIA,DIA01,AGEADJPREV,SEX,SEXM
58291,2019,2019,MO,NVSS,Number,3539.0,3539.0,,,DIA,DIA03,NMBR,AGE,AGE65P
58298,2019,2019,MI,NVSS,Number,60.0,60.0,,,DIA,DIA03,NMBR,RACE,AIAN
58358,2019,2019,MS,PRAMS,%,6.1,6.1,4.1,9.1,DIA,DIA02,CRDPREV,RACE,BLK
58395,2019,2019,MD,NVSS,Number,87.0,87.0,,,DIA,DIA04,NMBR,SEX,SEXM
58401,2019,2019,MI,NVSS,"cases per 100,000",94.2,94.2,92.0,96.4,DIA,DIA03,CRDRATE,RACE,WHT
58435,2019,2019,MA,PRAMS,%,11.8,11.8,9.0,15.3,DIA,DIA02,CRDPREV,RACE,HIS
58450,2019,2019,MO,NVSS,Number,26.0,26.0,,,DIA,DIA04,NMBR,AGE,AGE0_44
58466,2019,2019,MO,BRFSS,%,13.5,13.5,7.8,22.4,DIA,DIA01,AGEADJPREV,RACE,HIS
58525,2019,2019,MS,NVSS,"cases per 100,000",118.5,118.5,114.9,122.2,DIA,DIA03,AGEADJRATE,OVERALL,OVR
58552,2019,2019,MN,NVSS,"cases per 100,000",63.9,63.9,59.8,68.1,DIA,DIA03,CRDRATE,AGE,AGE4564
58618,2019,2019,MS,NVSS,"cases per 100,000",148.2,148.2,141.9,154.4,DIA,DIA03,AGEADJRATE,SEX,SEXM
58640,2019,2019,MI,NVSS,"cases per 100,000",66.6,66.6,65.2,68.0,DIA,DIA03,AGEADJRATE,OVERALL,OVR
58660,2019,2019,MO,BRFSS,%,10.1,10.1,9.1,11.3,DIA,DIA01,CRDPREV,SEX,SEXF
58674,2019,2019,MA,NVSS,"cases per 100,000",43.4,43.4,40.4,46.5,DIA,DIA03,CRDRATE,AGE,AGE4564
58677,2019,2019,MS,NVSS,"cases per 100,000",101.3,101.3,97.3,105.4,DIA,DIA03,AGEADJRATE,RACE,WHT
58685,2019,2019,MN,NVSS,"cases per 100,000",97.5,97.5,93.9,101.2,DIA,DIA03,CRDRATE,SEX,SEXF
58698,2019,2019,MA,NVSS,"cases per 100,000",28.5,28.5,22.9,34.1,DIA,DIA03,AGEADJRATE,RACE,ASN
58719,2019,2019,MD,NVSS,"cases per 100,000",80.4,80.4,77.2,83.5,DIA,DIA03,CRDRATE,SEX,SEXF
58731,2019,2019,MS,NVSS,"cases per 100,000",2.3,2.3,1.6,3.3,DIA,DIA04,AGEADJRATE,SEX,SEXM
58740,2019,2019,MS,BRFSS,%,20.5,20.5,18.3,22.8,DIA,DIA01,CRDPREV,AGE,AGE4564
58774,2019,2019,MD,NVSS,Number,3044.0,3044.0,,,DIA,DIA03,NMBR,SEX,SEXM
58822,2019,2019,MT,NVSS,"cases per 100,000",167.8,167.8,136.3,199.3,DIA,DIA03,CRDRATE,RACE,AIAN
58827,2019,2019,MA,NVSS,"cases per 100,000",62.1,62.1,59.6,64.7,DIA,DIA03,AGEADJRATE,SEX,SEXM
58896,2019,2019,ME,NVSS,"cases per 100,000",82.2,82.2,76.1,88.2,DIA,DIA03,AGEADJRATE,SEX,SEXM
58914,2019,2019,MT,NVSS,Number,982.0,982.0,,,DIA,DIA03,NMBR,OVERALL,OVR
58963,2019,2019,MD,NVSS,Number,2039.0,2039.0,,,DIA,DIA03,NMBR,RACE,BLK
58968,2019,2019,MI,NVSS,"cases per 100,000",1.4,1.4,1.2,1.6,DIA,DIA04,CRDRATE,OVERALL,OVR
58983,2019,2019,ME,NVSS,"cases per 100,000",98.6,98.6,93.3,104.0,DIA,DIA03,CRDRATE,OVERALL,OVR
59000,2019,2019,MN,BRFSS,%,8.7,8.7,8.2,9.3,DIA,DIA01,CRDPREV,RACE,WHT
59019,2019,2019,MN,NVSS,"cases per 100,000",115.1,115.1,97.3,132.9,DIA,DIA03,AGEADJRATE,RACE,ASN
59048,2019,2019,MA,BRFSS,%,14.7,14.7,8.9,23.3,DIA,DIA01,AGEADJPREV,RACE,MRC
59051,2019,2019,MN,NVSS,"cases per 100,000",4.7,4.7,3.4,6.3,DIA,DIA04,CRDRATE,AGE,AGE65P
59056,2019,2019,MD,BRFSS,%,22.8,22.8,21.4,24.3,DIA,DIA01,CRDPREV,AGE,AGE65P
59113,2019,2019,MI,NVSS,"cases per 100,000",40.3,40.3,32.4,49.4,DIA,DIA03,AGEADJRATE,RACE,ASN
59127,2019,2019,MI,NVSS,"cases per 100,000",2.3,2.3,1.5,3.3,DIA,DIA04,AGEADJRATE,RACE,BLK
59138,2019,2019,MD,NVSS,Number,1173.0,1173.0,,,DIA,DIA03,NMBR,AGE,AGE4564
59142,2019,2019,ME,BRFSS,%,8.0,8.0,7.1,9.0,DIA,DIA01,AGEADJPREV,SEX,SEXF
59168,2019,2019,MS,BRFSS,%,13.3,13.3,11.9,14.8,DIA,DIA01,AGEADJPREV,SEX,SEXM
59190,2019,2019,MN,NVSS,"cases per 100,000",87.9,87.9,85.6,90.1,DIA,DIA03,AGEADJRATE,OVERALL,OVR
59192,2019,2019,MD,BRFSS,%,12.1,12.1,8.6,16.8,DIA,DIA01,CRDPREV,RACE,ASN
59221,2019,2019,MA,NVSS,"cases per 100,000",1.2,1.2,0.8,1.6,DIA,DIA04,CRDRATE,SEX,SEXF
59229,2019,2019,MI,NVSS,"cases per 100,000",0.6,0.6,0.4,0.8,DIA,DIA04,CRDRATE,AGE,AGE0_44
59242,2019,2019,MN,NVSS,Number,3472.0,3472.0,,,DIA,DIA03,NMBR,SEX,SEXM
59317,2019,2019,MO,NVSS,"cases per 100,000",68.4,68.4,64.3,72.5,DIA,DIA03,CRDRATE,AGE,AGE4564
59318,2019,2019,MS,NVSS,"cases per 100,000",135.4,135.4,127.1,143.8,DIA,DIA03,CRDRATE,AGE,AGE4564
59332,2019,2019,MA,NVSS,"cases per 100,000",0.9,0.9,0.6,1.2,DIA,DIA04,AGEADJRATE,SEX,SEXF
59334,2019,2019,MA,NVSS,"cases per 100,000",63.3,63.3,56.3,70.2,DIA,DIA03,CRDRATE,RACE,BLK
59346,2019,2019,MA,BRFSS,%,10.2,10.2,8.8,11.9,DIA,DIA01,CRDPREV,AGE,AGE4564
59364,2019,2019,MT,BRFSS,%,5.8,5.8,5.2,6.5,DIA,DIA01,AGEADJPREV,RACE,WHT
59371,2019,2019,MN,PRAMS,%,12.1,12.1,4.0,31.0,DIA,DIA02,CRDPREV,RACE,MRC
59372,2019,2019,MT,NVSS,"cases per 100,000",53.1,53.1,33.7,79.7,DIA,DIA03,CRDRATE,RACE,HIS
59454,2019,2019,MN,NVSS,"cases per 100,000",2.3,2.3,1.9,2.7,DIA,DIA04,CRDRATE,OVERALL,OVR
59471,2019,2019,MO,NVSS,Number,4722.0,4722.0,,,DIA,DIA03,NMBR,OVERALL,OVR
59480,2019,2019,MI,BRFSS,%,11.8,11.8,7.7,17.8,DIA,DIA01,AGEADJPREV,RACE,MRC
59533,2019,2019,MI,NVSS,Number,1797.0,1797.0,,,DIA,DIA03,NMBR,AGE,AGE4564
59534,2019,2019,MD,NVSS,"cases per 100,000",3.4,3.4,2.6,4.3,DIA,DIA04,CRDRATE,RACE,BLK
59548,2019,2019,MI,NVSS,Number,1333.0,1333.0,,,DIA,DIA03,NMBR,RACE,BLK
59562,2019,2019,MA,BRFSS,%,6.6,6.6,5.8,7.6,DIA,DIA01,AGEADJPREV,SEX,SEXF
59596,2019,2019,MD,NVSS,"cases per 100,000",108.7,108.7,103.9,113.6,DIA,DIA03,AGEADJRATE,RACE,BLK
59605,2019,2019,MT,BRFSS,%,6.4,6.4,5.8,7.1,DIA,DIA01,AGEADJPREV,OVERALL,OVR
59612,2019,2019,MN,NVSS,Number,173.0,173.0,,,DIA,DIA03,NMBR,RACE,ASN
59710,2019,2019,MS,NVSS,Number,4258.0,4258.0,,,DIA,DIA03,NMBR,OVERALL,OVR
59738,2019,2019,MO,NVSS,Number,89.0,89.0,,,DIA,DIA04,NMBR,OVERALL,OVR
59741,2019,2019,MS,BRFSS,%,30.1,30.1,27.5,32.9,DIA,DIA01,CRDPREV,AGE,AGE65P
59747,2019,2019,MO,NVSS,Number,612.0,612.0,,,DIA,DIA03,NMBR,RACE,BLK
59786,2019,2019,MI,NVSS,Number,3836.0,3836.0,,,DIA,DIA03,NMBR,SEX,SEXF
59821,2019,2019,MI,NVSS,"cases per 100,000",1.4,1.4,1.1,1.6,DIA,DIA04,CRDRATE,RACE,WHT
59832,2019,2019,MD,BRFSS,%,10.6,10.6,9.8,11.5,DIA,DIA01,CRDPREV,SEX,SEXF
59890,2019,2019,MN,NVSS,Number,76.0,76.0,,,DIA,DIA04,NMBR,SEX,SEXM
59913,2019,2019,MI,NVSS,Number,199.0,199.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
59924,2019,2019,MT,NVSS,"cases per 100,000",63.9,63.9,54.3,73.4,DIA,DIA03,CRDRATE,AGE,AGE4564
59941,2019,2019,MT,BRFSS,%,7.5,7.5,6.6,8.6,DIA,DIA01,CRDPREV,SEX,SEXF
60016,2019,2019,MN,BRFSS,%,7.4,7.4,6.8,8.0,DIA,DIA01,AGEADJPREV,SEX,SEXF
60018,2019,2019,MT,NVSS,"cases per 100,000",103.5,103.5,94.9,112.1,DIA,DIA03,CRDRATE,SEX,SEXM
60044,2019,2019,MN,BRFSS,%,17.1,17.1,11.5,24.5,DIA,DIA01,CRDPREV,RACE,AIAN
60078,2019,2019,MI,BRFSS,%,14.6,14.6,12.1,17.6,DIA,DIA01,CRDPREV,RACE,BLK
60083,2019,2019,MI,NVSS,"cases per 100,000",1.1,1.1,0.8,1.4,DIA,DIA04,AGEADJRATE,SEX,SEXF
60182,2019,2019,MD,BRFSS,%,14.9,14.9,9.0,23.6,DIA,DIA01,AGEADJPREV,RACE,AIAN
60241,2019,2019,MN,NVSS,"cases per 100,000",4.3,4.3,3.3,5.6,DIA,DIA04,CRDRATE,AGE,AGE4564
60280,2019,2019,MT,NVSS,"cases per 100,000",80.1,80.1,72.5,87.7,DIA,DIA03,CRDRATE,SEX,SEXF
60332,2019,2019,MO,NVSS,"cases per 100,000",64.9,64.9,62.1,67.8,DIA,DIA03,CRDRATE,SEX,SEXF
60346,2019,2019,MN,NVSS,"cases per 100,000",292.3,292.3,238.7,345.9,DIA,DIA03,AGEADJRATE,RACE,AIAN
60347,2019,2019,MD,BRFSS,%,14.3,14.3,13.0,15.7,DIA,DIA01,CRDPREV,RACE,BLK
60363,2019,2019,MI,NVSS,"cases per 100,000",85.3,85.3,82.9,87.8,DIA,DIA03,AGEADJRATE,SEX,SEXM
60369,2019,2019,MD,NVSS,Number,58.0,58.0,,,DIA,DIA04,NMBR,AGE,AGE65P
60385,2019,2019,MS,NVSS,"cases per 100,000",127.8,127.8,122.2,133.5,DIA,DIA03,CRDRATE,SEX,SEXF
60428,2019,2019,MT,BRFSS,%,1.4,1.4,0.9,2.1,DIA,DIA01,CRDPREV,AGE,AGE1844
60519,2019,2019,ME,NVSS,Number,26.0,26.0,,,DIA,DIA04,NMBR,OVERALL,OVR
60562,2019,2019,ME,BRFSS,%,7.5,7.5,4.2,13.0,DIA,DIA01,AGEADJPREV,RACE,MRC
60666,2019,2019,MT,PRAMS,%,4.8,4.8,3.2,7.1,DIA,DIA02,CRDPREV,RACE,WHT
60674,2019,2019,MO,NVSS,Number,28.0,28.0,,,DIA,DIA04,NMBR,AGE,AGE4564
60688,2019,2019,MD,NVSS,"cases per 100,000",91.8,91.8,89.4,94.2,DIA,DIA03,CRDRATE,OVERALL,OVR
60702,2019,2019,MO,NVSS,Number,2029.0,2029.0,,,DIA,DIA03,NMBR,SEX,SEXF
60715,2019,2019,MI,NVSS,"cases per 100,000",2.9,2.9,2.2,3.9,DIA,DIA04,CRDRATE,AGE,AGE65P
60741,2019,2019,ME,BRFSS,%,12.3,12.3,10.9,13.9,DIA,DIA01,CRDPREV,AGE,AGE4564
60769,2019,2019,MO,BRFSS,%,12.4,12.4,9.8,15.5,DIA,DIA01,AGEADJPREV,RACE,BLK
60781,2019,2019,ME,NVSS,Number,1283.0,1283.0,,,DIA,DIA03,NMBR,RACE,WHT
60783,2019,2019,MN,PRAMS,%,7.7,7.7,5.7,10.4,DIA,DIA02,CRDPREV,RACE,WHT
60791,2019,2019,MN,PRAMS,%,11.7,11.7,6.7,19.7,DIA,DIA02,CRDPREV,RACE,AIAN
60809,2019,2019,MT,BRFSS,%,7.4,7.4,4.5,11.9,DIA,DIA01,CRDPREV,RACE,MRC
60863,2019,2019,MA,BRFSS,%,13.1,13.1,9.3,18.2,DIA,DIA01,CRDPREV,RACE,BLK
60941,2019,2019,MN,BRFSS,%,10.9,10.9,8.4,14.0,DIA,DIA01,CRDPREV,RACE,BLK
60971,2019,2019,MN,NVSS,Number,103.0,103.0,,,DIA,DIA03,NMBR,RACE,HIS
60984,2019,2019,MI,PRAMS,%,7.5,7.5,5.5,10.1,DIA,DIA02,CRDPREV,RACE,BLK
60989,2019,2019,MO,NVSS,Number,45.0,45.0,,,DIA,DIA04,NMBR,SEX,SEXM
60999,2019,2019,MN,NVSS,"cases per 100,000",1.8,1.8,1.4,2.4,DIA,DIA04,CRDRATE,SEX,SEXF
61028,2019,2019,MA,NVSS,Number,32.0,32.0,,,DIA,DIA04,NMBR,AGE,AGE4564
61073,2019,2019,MI,BRFSS,%,10.7,10.7,9.8,11.7,DIA,DIA01,CRDPREV,SEX,SEXF
61091,2019,2019,MA,NVSS,Number,51.0,51.0,,,DIA,DIA04,NMBR,SEX,SEXM
61118,2019,2019,MO,BRFSS,%,15.3,15.3,8.6,25.7,DIA,DIA01,CRDPREV,RACE,MRC
61131,2019,2019,MT,NVSS,"cases per 100,000",90.8,90.8,84.6,96.9,DIA,DIA03,CRDRATE,RACE,WHT
61193,2019,2019,MI,BRFSS,%,23.1,23.1,21.4,24.9,DIA,DIA01,CRDPREV,AGE,AGE65P
61194,2019,2019,MD,NVSS,Number,51.0,51.0,,,DIA,DIA04,NMBR,AGE,AGE4564
61208,2019,2019,MA,NVSS,Number,320.0,320.0,,,DIA,DIA03,NMBR,RACE,BLK
61214,2019,2019,MS,NVSS,"cases per 100,000",143.1,143.1,138.8,147.4,DIA,DIA03,CRDRATE,OVERALL,OVR
61263,2019,2019,MS,NVSS,"cases per 100,000",2.0,2.0,1.2,3.0,DIA,DIA04,CRDRATE,RACE,BLK
61264,2019,2019,MT,NVSS,Number,23.0,23.0,,,DIA,DIA03,NMBR,RACE,HIS
61266,2019,2019,MI,NVSS,"cases per 100,000",104.8,104.8,80.0,134.9,DIA,DIA03,CRDRATE,RACE,AIAN
61307,2019,2019,MA,BRFSS,%,10.6,10.6,6.1,17.8,DIA,DIA01,CRDPREV,RACE,MRC
61357,2019,2019,MO,BRFSS,%,8.7,8.7,7.7,9.8,DIA,DIA01,AGEADJPREV,SEX,SEXF
61364,2019,2019,MD,NVSS,"cases per 100,000",3.0,3.0,2.4,3.7,DIA,DIA04,CRDRATE,SEX,SEXM
61397,2019,2019,MO,NVSS,"cases per 100,000",76.9,76.9,74.7,79.1,DIA,DIA03,CRDRATE,OVERALL,OVR
61459,2019,2019,MD,BRFSS,%,8.6,8.6,6.2,11.9,DIA,DIA01,AGEADJPREV,RACE,HIS
61465,2019,2019,MI,NVSS,Number,49.0,49.0,,,DIA,DIA03,NMBR,RACE,MRC
61469,2019,2019,MD,NVSS,"cases per 100,000",96.1,96.1,92.6,99.6,DIA,DIA03,AGEADJRATE,SEX,SEXM
61547,2019,2019,MN,NVSS,"cases per 100,000",112.1,112.1,108.3,115.9,DIA,DIA03,AGEADJRATE,SEX,SEXM
61567,2019,2019,MI,PRAMS,%,8.7,8.7,7.0,10.7,DIA,DIA02,CRDPREV,OVERALL,OVR
61570,2019,2019,MO,NVSS,"cases per 100,000",1.8,1.8,1.2,2.6,DIA,DIA04,CRDRATE,AGE,AGE4564
61598,2019,2019,MD,NVSS,"cases per 100,000",1.3,1.3,1.0,1.8,DIA,DIA04,AGEADJRATE,SEX,SEXF
61603,2019,2019,MO,PRAMS,%,7.9,7.9,6.2,10.0,DIA,DIA02,CRDPREV,RACE,WHT
61608,2019,2019,MI,NVSS,"cases per 100,000",1.2,1.2,0.9,1.6,DIA,DIA04,CRDRATE,SEX,SEXF
61615,2019,2019,MS,BRFSS,%,15.4,15.4,13.9,17.0,DIA,DIA01,CRDPREV,SEX,SEXF
61652,2019,2019,MN,PRAMS,%,22.6,22.6,11.2,40.3,DIA,DIA02,CRDPREV,RACE,HIS
61669,2019,2019,ME,NVSS,Number,22.0,22.0,,,DIA,DIA04,NMBR,RACE,WHT
61680,2019,2019,ME,NVSS,Number,1326.0,1326.0,,,DIA,DIA03,NMBR,OVERALL,OVR
61724,2019,2019,MO,NVSS,"cases per 100,000",1.4,1.4,1.0,1.9,DIA,DIA04,AGEADJRATE,SEX,SEXM
61735,2019,2019,MT,BRFSS,%,12.1,12.1,7.1,19.8,DIA,DIA01,AGEADJPREV,RACE,HIS
61742,2019,2019,MS,NVSS,Number,2297.0,2297.0,,,DIA,DIA03,NMBR,SEX,SEXM
61784,2019,2019,MO,NVSS,"cases per 100,000",45.1,45.1,43.1,47.2,DIA,DIA03,AGEADJRATE,SEX,SEXF
61795,2019,2019,MN,NVSS,"cases per 100,000",68.3,68.3,65.7,70.9,DIA,DIA03,AGEADJRATE,SEX,SEXF
61823,2019,2019,MN,NVSS,"cases per 100,000",2.3,2.3,1.8,2.8,DIA,DIA04,AGEADJRATE,SEX,SEXM
61827,2019,2019,MT,NVSS,"cases per 100,000",1.9,1.9,1.1,2.9,DIA,DIA04,CRDRATE,OVERALL,OVR
61835,2019,2019,ME,PRAMS,%,10.0,10.0,7.8,12.6,DIA,DIA02,CRDPREV,OVERALL,OVR
61840,2019,2019,MD,NVSS,"cases per 100,000",104.9,104.9,101.2,108.5,DIA,DIA03,CRDRATE,RACE,WHT
61851,2019,2019,MN,BRFSS,%,8.7,8.7,6.6,11.4,DIA,DIA01,CRDPREV,RACE,HIS
